service_id,date,exception_type
21,20231002,2
21,20231023,2
21,20231225,2
22,20230124,2
22,20230125,2
22,20230405,2
22,20230407,2
22,20230526,2
22,20231226,2
23,20230102,2
23,20230123,2
23,20230124,2
23,20230125,2
23,20230405,2
23,20230407,2
23,20230410,2
23,20230501,2
23,20230526,2
23,20231002,2
23,20231023,2
23,20231225,2
23,20231226,2
24,20230407,2
24,20230526,2
24,20230622,2
25,20230102,2
25,20230123,2
25,20230407,2
25,20230410,2
25,20230501,2
25,20230526,2
25,20230622,2
25,20231002,2
25,20231023,2
25,20231225,2
26,20230124,2
26,20230407,2
26,20230526,2
26,20230622,2
26,20231226,2
27,20230102,2
27,20230123,2
27,20230124,2
27,20230407,2
27,20230410,2
27,20230501,2
27,20230526,2
27,20230622,2
27,20231002,2
27,20231023,2
27,20231225,2
27,20231226,2
28,20230125,2
28,20230405,2
28,20230407,2
28,20230526,2
28,20230622,2
29,20230102,2
29,20230123,2
29,20230125,2
29,20230405,2
29,20230407,2
29,20230410,2
29,20230501,2
29,20230526,2
29,20230622,2
29,20231002,2
29,20231023,2
29,20231225,2
30,20230124,2
30,20230125,2
30,20230405,2
30,20230407,2
30,20230526,2
30,20230622,2
30,20231226,2
31,20230102,2
31,20230123,2
31,20230124,2
31,20230125,2
31,20230405,2
31,20230407,2
31,20230410,2
31,20230501,2
31,20230526,2
31,20230622,2
31,20231002,2
31,20231023,2
31,20231225,2
31,20231226,2
32,20230408,2
32,20230701,2
32,20230930,2
33,20230102,2
33,20230123,2
33,20230408,2
33,20230410,2
33,20230501,2
33,20230701,2
33,20230930,2
33,20231002,2
33,20231023,2
33,20231225,2
34,20230124,2
34,20230408,2
34,20230701,2
34,20230930,2
34,20231226,2
35,20230102,2
35,20230123,2
35,20230124,2
35,20230408,2
35,20230410,2
35,20230501,2
35,20230701,2
35,20230930,2
35,20231002,2
35,20231023,2
35,20231225,2
35,20231226,2
36,20230125,2
36,20230405,2
36,20230408,2
36,20230701,2
36,20230930,2
37,20230102,2
37,20230123,2
37,20230125,2
37,20230405,2
37,20230408,2
37,20230410,2
37,20230501,2
37,20230701,2
37,20230930,2
37,20231002,2
37,20231023,2
37,20231225,2
38,20230124,2
38,20230125,2
38,20230405,2
38,20230408,2
38,20230701,2
38,20230930,2
38,20231226,2
39,20230102,2
39,20230123,2
39,20230124,2
39,20230125,2
39,20230405,2
39,20230408,2
39,20230410,2
39,20230501,2
39,20230701,2
39,20230930,2
39,20231002,2
39,20231023,2
39,20231225,2
39,20231226,2
40,20230408,2
40,20230622,2
40,20230701,2
40,20230930,2
41,20230102,2
41,20230123,2
41,20230408,2
41,20230410,2
41,20230501,2
41,20230622,2
41,20230701,2
41,20230930,2
41,20231002,2
41,20231023,2
41,20231225,2
42,20230124,2
42,20230408,2
42,20230622,2
42,20230701,2
42,20230930,2
42,20231226,2
43,20230102,2
43,20230123,2
43,20230124,2
43,20230408,2
43,20230410,2
43,20230501,2
43,20230622,2
43,20230701,2
43,20230930,2
43,20231002,2
43,20231023,2
43,20231225,2
43,20231226,2
44,20230125,2
44,20230405,2
44,20230408,2
44,20230622,2
44,20230701,2
44,20230930,2
45,20230102,2
45,20230123,2
45,20230125,2
45,20230405,2
45,20230408,2
45,20230410,2
45,20230501,2
45,20230622,2
45,20230701,2
45,20230930,2
45,20231002,2
45,20231023,2
45,20231225,2
46,20230124,2
46,20230125,2
46,20230405,2
46,20230408,2
46,20230622,2
46,20230701,2
46,20230930,2
46,20231226,2
47,20230102,2
47,20230123,2
47,20230124,2
47,20230125,2
47,20230405,2
47,20230408,2
47,20230410,2
47,20230501,2
47,20230622,2
47,20230701,2
47,20230930,2
47,20231002,2
47,20231023,2
47,20231225,2
47,20231226,2
48,20230407,2
48,20230408,2
48,20230526,2
48,20230701,2
48,20230930,2
49,20230102,2
49,20230123,2
49,20230407,2
49,20230408,2
49,20230410,2
49,20230501,2
49,20230526,2
49,20230701,2
49,20230930,2
49,20231002,2
49,20231023,2
49,20231225,2
50,20230124,2
50,20230407,2
50,20230408,2
50,20230526,2
50,20230701,2
50,20230930,2
50,20231226,2
51,20230102,2
51,20230123,2
51,20230124,2
51,20230407,2
51,20230408,2
51,20230410,2
51,20230501,2
51,20230526,2
51,20230701,2
51,20230930,2
51,20231002,2
51,20231023,2
51,20231225,2
51,20231226,2
52,20230125,2
52,20230405,2
52,20230407,2
52,20230408,2
52,20230526,2
52,20230701,2
52,20230930,2
53,20230102,2
53,20230123,2
53,20230125,2
53,20230405,2
53,20230407,2
53,20230408,2
53,20230410,2
53,20230501,2
53,20230526,2
53,20230701,2
53,20230930,2
53,20231002,2
53,20231023,2
53,20231225,2
54,20230124,2
54,20230125,2
54,20230405,2
54,20230407,2
54,20230408,2
54,20230526,2
54,20230701,2
54,20230930,2
54,20231226,2
55,20230102,2
55,20230123,2
55,20230124,2
55,20230125,2
55,20230405,2
55,20230407,2
55,20230408,2
55,20230410,2
55,20230501,2
55,20230526,2
55,20230701,2
55,20230930,2
55,20231002,2
55,20231023,2
55,20231225,2
55,20231226,2
56,20230407,2
56,20230408,2
56,20230526,2
56,20230622,2
56,20230701,2
56,20230930,2
57,20230102,2
57,20230123,2
57,20230407,2
57,20230408,2
57,20230410,2
57,20230501,2
57,20230526,2
57,20230622,2
57,20230701,2
57,20230930,2
57,20231002,2
57,20231023,2
57,20231225,2
58,20230124,2
58,20230407,2
58,20230408,2
58,20230526,2
58,20230622,2
58,20230701,2
58,20230930,2
58,20231226,2
59,20230102,2
59,20230123,2
59,20230124,2
59,20230407,2
59,20230408,2
59,20230410,2
59,20230501,2
59,20230526,2
59,20230622,2
59,20230701,2
59,20230930,2
59,20231002,2
59,20231023,2
59,20231225,2
59,20231226,2
60,20230125,2
60,20230405,2
60,20230407,2
60,20230408,2
60,20230526,2
60,20230622,2
60,20230701,2
60,20230930,2
61,20230102,2
61,20230123,2
61,20230125,2
61,20230405,2
61,20230407,2
61,20230408,2
61,20230410,2
61,20230501,2
61,20230526,2
61,20230622,2
61,20230701,2
61,20230930,2
61,20231002,2
61,20231023,2
61,20231225,2
62,20230124,2
62,20230125,2
62,20230405,2
62,20230407,2
62,20230408,2
62,20230526,2
62,20230622,2
62,20230701,2
62,20230930,2
62,20231226,2
63,20230102,2
63,20230123,2
63,20230124,2
63,20230125,2
63,20230405,2
63,20230407,2
63,20230408,2
63,20230410,2
63,20230501,2
63,20230526,2
63,20230622,2
63,20230701,2
63,20230930,2
63,20231002,2
63,20231023,2
63,20231225,2
63,20231226,2
65,20230102,2
65,20230123,2
65,20230410,2
65,20230501,2
65,20231002,2
65,20231023,2
65,20231225,2
66,20230124,2
66,20231226,2
67,20230102,2
67,20230123,2
67,20230124,2
67,20230410,2
67,20230501,2
67,20231002,2
67,20231023,2
67,20231225,2
67,20231226,2
68,20230125,2
68,20230405,2
69,20230102,2
69,20230123,2
69,20230125,2
69,20230405,2
69,20230410,2
69,20230501,2
69,20231002,2
69,20231023,2
69,20231225,2
70,20230124,2
70,20230125,2
70,20230405,2
70,20231226,2
71,20230102,2
71,20230123,2
71,20230124,2
71,20230125,2
71,20230405,2
71,20230410,2
71,20230501,2
71,20231002,2
71,20231023,2
71,20231225,2
71,20231226,2
72,20230622,2
73,20230102,2
73,20230123,2
73,20230410,2
73,20230501,2
73,20230622,2
73,20231002,2
73,20231023,2
73,20231225,2
74,20230124,2
74,20230622,2
74,20231226,2
75,20230102,2
75,20230123,2
75,20230124,2
75,20230410,2
75,20230501,2
75,20230622,2
75,20231002,2
75,20231023,2
75,20231225,2
75,20231226,2
76,20230125,2
76,20230405,2
76,20230622,2
77,20230102,2
77,20230123,2
77,20230125,2
77,20230405,2
77,20230410,2
77,20230501,2
77,20230622,2
77,20231002,2
77,20231023,2
77,20231225,2
78,20230124,2
78,20230125,2
78,20230405,2
78,20230622,2
78,20231226,2
79,20230102,2
79,20230123,2
79,20230124,2
79,20230125,2
79,20230405,2
79,20230410,2
79,20230501,2
79,20230622,2
79,20231002,2
79,20231023,2
79,20231225,2
79,20231226,2
80,20230407,2
80,20230526,2
81,20230102,2
81,20230123,2
81,20230407,2
81,20230410,2
81,20230501,2
81,20230526,2
81,20231002,2
81,20231023,2
81,20231225,2
82,20230124,2
82,20230407,2
82,20230526,2
82,20231226,2
83,20230102,2
83,20230123,2
83,20230124,2
83,20230407,2
83,20230410,2
83,20230501,2
83,20230526,2
83,20231002,2
83,20231023,2
83,20231225,2
83,20231226,2
84,20230125,2
84,20230405,2
84,20230407,2
84,20230526,2
85,20230102,2
85,20230123,2
85,20230125,2
85,20230405,2
85,20230407,2
85,20230410,2
85,20230501,2
85,20230526,2
85,20231002,2
85,20231023,2
85,20231225,2
86,20230124,2
86,20230125,2
86,20230405,2
86,20230407,2
86,20230526,2
86,20231226,2
87,20230102,2
87,20230123,2
87,20230124,2
87,20230125,2
87,20230405,2
87,20230407,2
87,20230410,2
87,20230501,2
87,20230526,2
87,20231002,2
87,20231023,2
87,20231225,2
87,20231226,2
88,20230407,2
88,20230526,2
88,20230622,2
89,20230102,2
89,20230123,2
89,20230407,2
89,20230410,2
89,20230501,2
89,20230526,2
89,20230622,2
89,20231002,2
89,20231023,2
89,20231225,2
90,20230124,2
90,20230407,2
90,20230526,2
90,20230622,2
90,20231226,2
91,20230102,2
91,20230123,2
91,20230124,2
91,20230407,2
91,20230410,2
91,20230501,2
91,20230526,2
91,20230622,2
91,20231002,2
91,20231023,2
91,20231225,2
91,20231226,2
92,20230125,2
92,20230405,2
92,20230407,2
92,20230526,2
92,20230622,2
93,20230102,2
93,20230123,2
93,20230125,2
93,20230405,2
93,20230407,2
93,20230410,2
93,20230501,2
93,20230526,2
93,20230622,2
93,20231002,2
93,20231023,2
93,20231225,2
94,20230124,2
94,20230125,2
94,20230405,2
94,20230407,2
94,20230526,2
94,20230622,2
94,20231226,2
95,20230102,2
95,20230123,2
95,20230124,2
95,20230125,2
95,20230405,2
95,20230407,2
95,20230410,2
95,20230501,2
95,20230526,2
95,20230622,2
95,20231002,2
95,20231023,2
95,20231225,2
95,20231226,2
96,20230408,2
96,20230701,2
96,20230930,2
97,20230102,2
97,20230123,2
97,20230408,2
97,20230410,2
97,20230501,2
97,20230701,2
97,20230930,2
97,20231002,2
97,20231023,2
97,20231225,2
98,20230124,2
98,20230408,2
98,20230701,2
98,20230930,2
98,20231226,2
99,20230102,2
99,20230123,2
99,20230124,2
99,20230408,2
99,20230410,2
99,20230501,2
99,20230701,2
99,20230930,2
99,20231002,2
99,20231023,2
99,20231225,2
99,20231226,2
100,20230125,2
100,20230405,2
100,20230408,2
100,20230701,2
100,20230930,2
101,20230102,2
101,20230123,2
101,20230125,2
101,20230405,2
101,20230408,2
101,20230410,2
101,20230501,2
101,20230701,2
101,20230930,2
101,20231002,2
101,20231023,2
101,20231225,2
102,20230124,2
102,20230125,2
102,20230405,2
102,20230408,2
102,20230701,2
102,20230930,2
102,20231226,2
103,20230102,2
103,20230123,2
103,20230124,2
103,20230125,2
103,20230405,2
103,20230408,2
103,20230410,2
103,20230501,2
103,20230701,2
103,20230930,2
103,20231002,2
103,20231023,2
103,20231225,2
103,20231226,2
104,20230408,2
104,20230622,2
104,20230701,2
104,20230930,2
105,20230102,2
105,20230123,2
105,20230408,2
105,20230410,2
105,20230501,2
105,20230622,2
105,20230701,2
105,20230930,2
105,20231002,2
105,20231023,2
105,20231225,2
106,20230124,2
106,20230408,2
106,20230622,2
106,20230701,2
106,20230930,2
106,20231226,2
107,20230102,2
107,20230123,2
107,20230124,2
107,20230408,2
107,20230410,2
107,20230501,2
107,20230622,2
107,20230701,2
107,20230930,2
107,20231002,2
107,20231023,2
107,20231225,2
107,20231226,2
108,20230125,2
108,20230405,2
108,20230408,2
108,20230622,2
108,20230701,2
108,20230930,2
109,20230102,2
109,20230123,2
109,20230125,2
109,20230405,2
109,20230408,2
109,20230410,2
109,20230501,2
109,20230622,2
109,20230701,2
109,20230930,2
109,20231002,2
109,20231023,2
109,20231225,2
110,20230124,2
110,20230125,2
110,20230405,2
110,20230408,2
110,20230622,2
110,20230701,2
110,20230930,2
110,20231226,2
111,20230102,2
111,20230123,2
111,20230124,2
111,20230125,2
111,20230405,2
111,20230408,2
111,20230410,2
111,20230501,2
111,20230622,2
111,20230701,2
111,20230930,2
111,20231002,2
111,20231023,2
111,20231225,2
111,20231226,2
112,20230407,2
112,20230408,2
112,20230526,2
112,20230701,2
112,20230930,2
113,20230102,2
113,20230123,2
113,20230407,2
113,20230408,2
113,20230410,2
113,20230501,2
113,20230526,2
113,20230701,2
113,20230930,2
113,20231002,2
113,20231023,2
113,20231225,2
114,20230124,2
114,20230407,2
114,20230408,2
114,20230526,2
114,20230701,2
114,20230930,2
114,20231226,2
115,20230102,2
115,20230123,2
115,20230124,2
115,20230407,2
115,20230408,2
115,20230410,2
115,20230501,2
115,20230526,2
115,20230701,2
115,20230930,2
115,20231002,2
115,20231023,2
115,20231225,2
115,20231226,2
116,20230125,2
116,20230405,2
116,20230407,2
116,20230408,2
116,20230526,2
116,20230701,2
116,20230930,2
117,20230102,2
117,20230123,2
117,20230125,2
117,20230405,2
117,20230407,2
117,20230408,2
117,20230410,2
117,20230501,2
117,20230526,2
117,20230701,2
117,20230930,2
117,20231002,2
117,20231023,2
117,20231225,2
118,20230124,2
118,20230125,2
118,20230405,2
118,20230407,2
118,20230408,2
118,20230526,2
118,20230701,2
118,20230930,2
118,20231226,2
119,20230102,2
119,20230123,2
119,20230124,2
119,20230125,2
119,20230405,2
119,20230407,2
119,20230408,2
119,20230410,2
119,20230501,2
119,20230526,2
119,20230701,2
119,20230930,2
119,20231002,2
119,20231023,2
119,20231225,2
119,20231226,2
120,20230407,2
120,20230408,2
120,20230526,2
120,20230622,2
120,20230701,2
120,20230930,2
121,20230102,2
121,20230123,2
121,20230407,2
121,20230408,2
121,20230410,2
121,20230501,2
121,20230526,2
121,20230622,2
121,20230701,2
121,20230930,2
121,20231002,2
121,20231023,2
121,20231225,2
122,20230124,2
122,20230407,2
122,20230408,2
122,20230526,2
122,20230622,2
122,20230701,2
122,20230930,2
122,20231226,2
123,20230102,2
123,20230123,2
123,20230124,2
123,20230407,2
123,20230408,2
123,20230410,2
123,20230501,2
123,20230526,2
123,20230622,2
123,20230701,2
123,20230930,2
123,20231002,2
123,20231023,2
123,20231225,2
123,20231226,2
124,20230125,2
124,20230405,2
124,20230407,2
124,20230408,2
124,20230526,2
124,20230622,2
124,20230701,2
124,20230930,2
125,20230102,2
125,20230123,2
125,20230125,2
125,20230405,2
125,20230407,2
125,20230408,2
125,20230410,2
125,20230501,2
125,20230526,2
125,20230622,2
125,20230701,2
125,20230930,2
125,20231002,2
125,20231023,2
125,20231225,2
126,20230124,2
126,20230125,2
126,20230405,2
126,20230407,2
126,20230408,2
126,20230526,2
126,20230622,2
126,20230701,2
126,20230930,2
126,20231226,2
127,20230102,2
127,20230123,2
127,20230124,2
127,20230125,2
127,20230405,2
127,20230407,2
127,20230408,2
127,20230410,2
127,20230501,2
127,20230526,2
127,20230622,2
127,20230701,2
127,20230930,2
127,20231002,2
127,20231023,2
127,20231225,2
127,20231226,2
128,20230102,1
128,20230123,1
128,20230124,1
128,20230125,1
128,20230405,1
128,20230407,1
128,20230408,1
128,20230410,1
128,20230501,1
128,20230526,1
128,20230622,1
128,20230701,1
128,20230930,1
128,20231002,1
128,20231023,1
128,20231225,1
128,20231226,1
129,20230124,1
129,20230125,1
129,20230405,1
129,20230407,1
129,20230408,1
129,20230526,1
129,20230622,1
129,20230701,1
129,20230930,1
129,20231226,1
130,20230102,1
130,20230123,1
130,20230125,1
130,20230405,1
130,20230407,1
130,20230408,1
130,20230410,1
130,20230501,1
130,20230526,1
130,20230622,1
130,20230701,1
130,20230930,1
130,20231002,1
130,20231023,1
130,20231225,1
131,20230125,1
131,20230405,1
131,20230407,1
131,20230408,1
131,20230526,1
131,20230622,1
131,20230701,1
131,20230930,1
132,20230102,1
132,20230123,1
132,20230124,1
132,20230407,1
132,20230408,1
132,20230410,1
132,20230501,1
132,20230526,1
132,20230622,1
132,20230701,1
132,20230930,1
132,20231002,1
132,20231023,1
132,20231225,1
132,20231226,1
133,20230124,1
133,20230407,1
133,20230408,1
133,20230526,1
133,20230622,1
133,20230701,1
133,20230930,1
133,20231226,1
134,20230102,1
134,20230123,1
134,20230407,1
134,20230408,1
134,20230410,1
134,20230501,1
134,20230526,1
134,20230622,1
134,20230701,1
134,20230930,1
134,20231002,1
134,20231023,1
134,20231225,1
135,20230407,1
135,20230408,1
135,20230526,1
135,20230622,1
135,20230701,1
135,20230930,1
136,20230102,1
136,20230123,1
136,20230124,1
136,20230125,1
136,20230405,1
136,20230407,1
136,20230408,1
136,20230410,1
136,20230501,1
136,20230526,1
136,20230701,1
136,20230930,1
136,20231002,1
136,20231023,1
136,20231225,1
136,20231226,1
137,20230124,1
137,20230125,1
137,20230405,1
137,20230407,1
137,20230408,1
137,20230526,1
137,20230701,1
137,20230930,1
137,20231226,1
138,20230102,1
138,20230123,1
138,20230125,1
138,20230405,1
138,20230407,1
138,20230408,1
138,20230410,1
138,20230501,1
138,20230526,1
138,20230701,1
138,20230930,1
138,20231002,1
138,20231023,1
138,20231225,1
139,20230125,1
139,20230405,1
139,20230407,1
139,20230408,1
139,20230526,1
139,20230701,1
139,20230930,1
140,20230102,1
140,20230123,1
140,20230124,1
140,20230407,1
140,20230408,1
140,20230410,1
140,20230501,1
140,20230526,1
140,20230701,1
140,20230930,1
140,20231002,1
140,20231023,1
140,20231225,1
140,20231226,1
141,20230124,1
141,20230407,1
141,20230408,1
141,20230526,1
141,20230701,1
141,20230930,1
141,20231226,1
142,20230102,1
142,20230123,1
142,20230407,1
142,20230408,1
142,20230410,1
142,20230501,1
142,20230526,1
142,20230701,1
142,20230930,1
142,20231002,1
142,20231023,1
142,20231225,1
143,20230407,1
143,20230408,1
143,20230526,1
143,20230701,1
143,20230930,1
144,20230102,1
144,20230123,1
144,20230124,1
144,20230125,1
144,20230405,1
144,20230408,1
144,20230410,1
144,20230501,1
144,20230622,1
144,20230701,1
144,20230930,1
144,20231002,1
144,20231023,1
144,20231225,1
144,20231226,1
145,20230124,1
145,20230125,1
145,20230405,1
145,20230408,1
145,20230622,1
145,20230701,1
145,20230930,1
145,20231226,1
146,20230102,1
146,20230123,1
146,20230125,1
146,20230405,1
146,20230408,1
146,20230410,1
146,20230501,1
146,20230622,1
146,20230701,1
146,20230930,1
146,20231002,1
146,20231023,1
146,20231225,1
147,20230125,1
147,20230405,1
147,20230408,1
147,20230622,1
147,20230701,1
147,20230930,1
148,20230102,1
148,20230123,1
148,20230124,1
148,20230408,1
148,20230410,1
148,20230501,1
148,20230622,1
148,20230701,1
148,20230930,1
148,20231002,1
148,20231023,1
148,20231225,1
148,20231226,1
149,20230124,1
149,20230408,1
149,20230622,1
149,20230701,1
149,20230930,1
149,20231226,1
150,20230102,1
150,20230123,1
150,20230408,1
150,20230410,1
150,20230501,1
150,20230622,1
150,20230701,1
150,20230930,1
150,20231002,1
150,20231023,1
150,20231225,1
151,20230408,1
151,20230622,1
151,20230701,1
151,20230930,1
152,20230102,1
152,20230123,1
152,20230124,1
152,20230125,1
152,20230405,1
152,20230408,1
152,20230410,1
152,20230501,1
152,20230701,1
152,20230930,1
152,20231002,1
152,20231023,1
152,20231225,1
152,20231226,1
153,20230124,1
153,20230125,1
153,20230405,1
153,20230408,1
153,20230701,1
153,20230930,1
153,20231226,1
154,20230102,1
154,20230123,1
154,20230125,1
154,20230405,1
154,20230408,1
154,20230410,1
154,20230501,1
154,20230701,1
154,20230930,1
154,20231002,1
154,20231023,1
154,20231225,1
155,20230125,1
155,20230405,1
155,20230408,1
155,20230701,1
155,20230930,1
156,20230102,1
156,20230123,1
156,20230124,1
156,20230408,1
156,20230410,1
156,20230501,1
156,20230701,1
156,20230930,1
156,20231002,1
156,20231023,1
156,20231225,1
156,20231226,1
157,20230124,1
157,20230408,1
157,20230701,1
157,20230930,1
157,20231226,1
158,20230102,1
158,20230123,1
158,20230408,1
158,20230410,1
158,20230501,1
158,20230701,1
158,20230930,1
158,20231002,1
158,20231023,1
158,20231225,1
159,20230408,1
159,20230701,1
159,20230930,1
160,20230102,1
160,20230123,1
160,20230124,1
160,20230125,1
160,20230405,1
160,20230407,1
160,20230410,1
160,20230501,1
160,20230526,1
160,20230622,1
160,20231002,1
160,20231023,1
160,20231225,1
160,20231226,1
161,20230124,1
161,20230125,1
161,20230405,1
161,20230407,1
161,20230526,1
161,20230622,1
161,20231226,1
162,20230102,1
162,20230123,1
162,20230125,1
162,20230405,1
162,20230407,1
162,20230410,1
162,20230501,1
162,20230526,1
162,20230622,1
162,20231002,1
162,20231023,1
162,20231225,1
163,20230125,1
163,20230405,1
163,20230407,1
163,20230526,1
163,20230622,1
164,20230102,1
164,20230123,1
164,20230124,1
164,20230407,1
164,20230410,1
164,20230501,1
164,20230526,1
164,20230622,1
164,20231002,1
164,20231023,1
164,20231225,1
164,20231226,1
165,20230124,1
165,20230407,1
165,20230526,1
165,20230622,1
165,20231226,1
166,20230102,1
166,20230123,1
166,20230407,1
166,20230410,1
166,20230501,1
166,20230526,1
166,20230622,1
166,20231002,1
166,20231023,1
166,20231225,1
167,20230407,1
167,20230526,1
167,20230622,1
168,20230102,1
168,20230123,1
168,20230124,1
168,20230125,1
168,20230405,1
168,20230407,1
168,20230410,1
168,20230501,1
168,20230526,1
168,20231002,1
168,20231023,1
168,20231225,1
168,20231226,1
169,20230124,1
169,20230125,1
169,20230405,1
169,20230407,1
169,20230526,1
169,20231226,1
170,20230102,1
170,20230123,1
170,20230125,1
170,20230405,1
170,20230407,1
170,20230410,1
170,20230501,1
170,20230526,1
170,20231002,1
170,20231023,1
170,20231225,1
171,20230125,1
171,20230405,1
171,20230407,1
171,20230526,1
172,20230102,1
172,20230123,1
172,20230124,1
172,20230407,1
172,20230410,1
172,20230501,1
172,20230526,1
172,20231002,1
172,20231023,1
172,20231225,1
172,20231226,1
173,20230124,1
173,20230407,1
173,20230526,1
173,20231226,1
174,20230102,1
174,20230123,1
174,20230407,1
174,20230410,1
174,20230501,1
174,20230526,1
174,20231002,1
174,20231023,1
174,20231225,1
175,20230407,1
175,20230526,1
176,20230102,1
176,20230123,1
176,20230124,1
176,20230125,1
176,20230405,1
176,20230410,1
176,20230501,1
176,20230622,1
176,20231002,1
176,20231023,1
176,20231225,1
176,20231226,1
177,20230124,1
177,20230125,1
177,20230405,1
177,20230622,1
177,20231226,1
178,20230102,1
178,20230123,1
178,20230125,1
178,20230405,1
178,20230410,1
178,20230501,1
178,20230622,1
178,20231002,1
178,20231023,1
178,20231225,1
179,20230125,1
179,20230405,1
179,20230622,1
180,20230102,1
180,20230123,1
180,20230124,1
180,20230410,1
180,20230501,1
180,20230622,1
180,20231002,1
180,20231023,1
180,20231225,1
180,20231226,1
181,20230124,1
181,20230622,1
181,20231226,1
182,20230102,1
182,20230123,1
182,20230410,1
182,20230501,1
182,20230622,1
182,20231002,1
182,20231023,1
182,20231225,1
183,20230622,1
184,20230102,1
184,20230123,1
184,20230124,1
184,20230125,1
184,20230405,1
184,20230410,1
184,20230501,1
184,20231002,1
184,20231023,1
184,20231225,1
184,20231226,1
185,20230124,1
185,20230125,1
185,20230405,1
185,20231226,1
186,20230102,1
186,20230123,1
186,20230125,1
186,20230405,1
186,20230410,1
186,20230501,1
186,20231002,1
186,20231023,1
186,20231225,1
187,20230125,1
187,20230405,1
188,20230102,1
188,20230123,1
188,20230124,1
188,20230410,1
188,20230501,1
188,20231002,1
188,20231023,1
188,20231225,1
188,20231226,1
189,20230124,1
189,20231226,1
190,20230102,1
190,20230123,1
190,20230410,1
190,20230501,1
190,20231002,1
190,20231023,1
190,20231225,1
192,20230102,1
192,20230123,1
192,20230124,1
192,20230125,1
192,20230405,1
192,20230407,1
192,20230408,1
192,20230410,1
192,20230501,1
192,20230526,1
192,20230622,1
192,20230701,1
192,20230930,1
192,20231002,1
192,20231023,1
192,20231225,1
192,20231226,1
193,20230124,1
193,20230125,1
193,20230405,1
193,20230407,1
193,20230408,1
193,20230526,1
193,20230622,1
193,20230701,1
193,20230930,1
193,20231226,1
194,20230102,1
194,20230123,1
194,20230125,1
194,20230405,1
194,20230407,1
194,20230408,1
194,20230410,1
194,20230501,1
194,20230526,1
194,20230622,1
194,20230701,1
194,20230930,1
194,20231002,1
194,20231023,1
194,20231225,1
195,20230125,1
195,20230405,1
195,20230407,1
195,20230408,1
195,20230526,1
195,20230622,1
195,20230701,1
195,20230930,1
196,20230102,1
196,20230123,1
196,20230124,1
196,20230407,1
196,20230408,1
196,20230410,1
196,20230501,1
196,20230526,1
196,20230622,1
196,20230701,1
196,20230930,1
196,20231002,1
196,20231023,1
196,20231225,1
196,20231226,1
197,20230124,1
197,20230407,1
197,20230408,1
197,20230526,1
197,20230622,1
197,20230701,1
197,20230930,1
197,20231226,1
198,20230102,1
198,20230123,1
198,20230407,1
198,20230408,1
198,20230410,1
198,20230501,1
198,20230526,1
198,20230622,1
198,20230701,1
198,20230930,1
198,20231002,1
198,20231023,1
198,20231225,1
199,20230407,1
199,20230408,1
199,20230526,1
199,20230622,1
199,20230701,1
199,20230930,1
200,20230102,1
200,20230123,1
200,20230124,1
200,20230125,1
200,20230405,1
200,20230407,1
200,20230408,1
200,20230410,1
200,20230501,1
200,20230526,1
200,20230701,1
200,20230930,1
200,20231002,1
200,20231023,1
200,20231225,1
200,20231226,1
201,20230124,1
201,20230125,1
201,20230405,1
201,20230407,1
201,20230408,1
201,20230526,1
201,20230701,1
